index,sentence_1,sentence_2,calculated_similarity,actual_similarity
1475,glenn is a conflicted heroine forced to negotiate between her own agenda and the tasks that circumstance have forced upon her,it isnt a perfect world but its endured much like glenn and her father have in their own small way,0.7037634,0.6559999999999999
1476,the story becomes a retelling of sleeping beauty,a retelling of the sleeping beauty fairy tale with a russian twist,0.78426814,0.6559999999999999
1477,on january 31  2007 michael dell returned to the company as ceo ,it is named after michael dell  the ceo and creator of the company ,0.83586884,0.6559999999999999
1478,if you love fallon and jeff youve got to read this,i loved reading more about jeff and fallon,0.8055713,0.6559999999999999
1479,he named his fragrance eau de cologne  in honor of his new hometown ,eau de cologne  or just  cologne   has now become a generic term ,0.71504605,0.6559999999999999
1480,it is a junction station with a disused branch line to naushahro feroze ,naushahro feroze  is town in naushahro feroze district  sindh  pakistan ,0.39047727,0.6559999999999999
1481,i dont plan on ever having an abortion but heres the thing i dont think anyone ever plans on it,dear bristolpalin stop just fucking stop you have choices its called abortion take it or leave it but quit whining fem2,0.76030844,0.6559999999999999
1482,little girl in pink dress running in grass,a little girl sits in a grassy field with a doll at her side,0.731134,0.6559999999999999
1483,a tropical wave that moved off the african coast formed into a tropical depression 300 n mi southeast of cape verde on august 19 ,a tropical wave off the coast of africa organized into tropical depression seven on september 7 while near the cape verde islands ,0.90541214,0.6559999999999999
1484,subsidies data detailing subsidies received during the accounting year by the holding,subsidy the subsidy obtained by the undertaking during the financial year,0.83333224,0.6559999999999999
1485,the temperature dropped as well as the temperature of my heart,the temperature dropped two or three degrees,0.74359405,0.6559999999999999
1486,apple incorporated several features in the design of the macbook air to make it more environmentally friendly ,when the macbook air was introduced  apple described it as the  world s thinnest notebook  ,0.71630424,0.6559999999999999
1487,underfloor radiant heating has long been widespread in china and korea ,the most common kind of radiant heating is underfloor heating ,0.7458301,0.6559999999999999
1488,a woman drinks a beer as a man shows her something on his laptop,a woman with blondhair is sitting in a booth with a drink working on her laptop,0.7855821,0.6559999999999999
1489,geared toward the tween set it is still enjoyable for adults,even though im not the target audience young adults for this book i enjoyed it immensely,0.7250175,0.6559999999999999
1490,he might be at the stardust next year,maybe in rivie next year maybe in stardust,0.8676167,0.6559999999999999
1491,nice girls dont date date men is funnier than the first book in the series nice girls dont have fangs,i really enjoyed the pop culture reference lovin jane jameson in nice girls dont date dead men,0.8125786,0.6559999999999999
1492,let me at least be burned with it,i wish he would at least burn me,0.8404478,0.6559999999999999
1493,but the evolution of mara dyer proved me wrong,with the evolution of mara dyer thankfully the romance is dialed down a lot,0.7849268,0.6559999999999999
1494,we need someine to bring this country back to life realdonaldtrump resuscitate america,im voting for donald trump this election waitonit,0.45994568,0.6559999999999999
1495,a man in black is taking a jump on a snowboard,a snowboard rider jumping high on his snowboard in the snow,0.74848855,0.6559999999999999
1496,the science fiction breeder type book,it is a beautiful mix of science fiction paranormal and romance,0.70199674,0.6559999999999999
1497,i love the addition of maud and helen,having maud and helen reenter dinas life was one of the best parts about the story,0.5587964,0.6559999999999999
1498,she is a mighty enchantress is she,its a powerful incantation and sorceress isnt it,0.5868521,0.6559999999999999
1499,there are also two cities in north yorkshire ,towns in north yorkshire  england  uk ,0.54897845,0.6559999999999999
1500,reading it made me realise why terry pratchett is one of the most read authors,pratchett is hilarious though i found myself audibly laughing many times while reading this,0.7487174,0.6559999999999999
1501,while korum is the dominate mia knows how to fight him for what she wants,however there are instances where the relationship between korum and mia becomes very male dominant,0.65464705,0.6559999999999999
1502,i really enjoyed this book from edwards prospective,twilight from edwards perspective sure to be a guilty pleasure,0.63291746,0.6559999999999999
1503,if you enjoy young adult paranormal books this is a pretty great choice for you,i recommend this book especially if you enjoyed movies like the craft,0.8345275,0.6559999999999999
1504,a man and a child are at the waters edge,a man and a woman sitting on a ledge close to a body of water,0.6730596,0.6559999999999999
1505,however kate messner could have not written it any more accurately than she did,the seventh wish by kate messner blends everyday life with a wishgiving fish,0.5472134,0.6559999999999999
1506,the qingzang railway linking the region to qinghai in china proper was opened in 2006 ,a railway line  the qingzang railway  has been built  linking china to lhasa ,0.7974689,0.6559999999999999
1507,hillaryclinton you have proven your dishonesty once again in flip flopping on this issue people know you were opposed before,hillary has been lying for so long that her first fib was in morse code hillno2016,0.6925711,0.6559999999999999
1508,last march 3 i had the chance to meet tahere mafi and ransom riggs,as good if not better than the 1st one and tahereh mafi  oh tahereh mafi is my queen,0.5809351,0.6559999999999999
1509,tropical depression seven formed from a tropical wave on september 7 ,tropical depression 14 formed from a tropical wave on october 14 ,0.9377279,0.6559999999999999
1510,people donald trump is a man who can lead this country into the future,realdonaldtrump sir i just want you to know that youll be the greatest president of this generation,0.716848,0.6559999999999999
1511,you can search on the website youtube,why not search for some information on their website,0.75984854,0.6559999999999999
1512,mullinsky is a fall guy he takes lots of risks and has a lot of money,lots of money often with lots of risks mullinsky  a fall guy,0.8537179,0.6559999999999999
1513,i particularly love the detail provided about faery existence breeding and storytelling,i loved the faery expressions one in particular stuck out as very clever thats a very heavy acorn for such a little twig,0.6927648,0.6559999999999999
