index,sentence_1,sentence_2,calculated_similarity,actual_similarity
1286,"Written well, but without action and Joyce Carol Oates dialogue, where I think she is the strongest, I was bored.","It hurts to say this, but Joyce Carol Oates bored me with her demon child tale.",0.99950266,0.688
1287,A man playing with a soccer ball as two others look on in a large expanse of grass.,"Two men, one in a red jersey holding a ball and the other in a blue jersey, run on a grassy field.",0.99923575,0.688
1288,"Its motto is `` Improving the health , safety , and well-being of America '' .",He was also active in improving health care and expanding clinics for veterans .,0.9916581,0.688
1289,This is when Lilah is struck by lightning!,"At her mother's wedding, Delilah is struck by lightning.",0.9986847,0.688
1290,"She has a small injury to her spleen,",he's just got a little spleen injury.,0.9991974,0.688
1291,She could never have done all of this as Ellen.,as Ellen would never have.,0.9991754,0.688
1292,The writing is fluid and she always manages to makes us feel a myriad of emotions while reading her stories.,"The writing is so beautifully done, one Hell of a short story.",0.9985461,0.688
1293,In these private saunas swimsuits or towels are never worn .,In other cultures swimsuits are not be worn .,0.99894106,0.688
1294,"Do a search, gotta be some out there somewhere","SEARCH FOR IT, somewhere, maybe Google or something",0.99643886,0.688
1295,Lenny weakened to a tropical depression in the open Atlantic two days later and dissipated on November 23 .,"Strong wind shear weakened the storm , and Debby dissipated on August 27 over the northern Atlantic Ocean .",0.9977879,0.688
1296,Salt licks placed nearby can prevent porcupines from injuring themselves .,Salt licks placed nearby can stop porcupine damage .,0.99937105,0.688
1297,Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,My dad told me he's voting for Hillary. I'm so proud. LOL,0.9959923,0.688
1298,"A receipt must be obtained as proof of submission, signed and dated by an official in the department mentioned below.","the official in the section below will sign and affirm the receipt date of receipt of the receipt, as proof of the application.",0.9994011,0.688
1299,A man fishing from the shore in the winter time.,A young woman is fishing from a pier at sunset.,0.99909544,0.688
1300,Fallon is awesome and a great match for Jeff.,I loved reading more about Jeff and Fallon.,0.9976974,0.688
1301,A man wearing a blue coat and jeans eating a hotdog.,A man eating a awkward shaped hotdog on a mini sized bun.,0.99870807,0.688
1302,The Kiribati national football team is the national football team of Kiribati and is controlled by the Kiribati Islands Football Association .,The Iraqi national football team is the national team of Iraq and is controlled by the Iraq Football Association .,0.99908876,0.688
1303,Requiem for a Dream is a 2000 film adaptation of the 1978 novel of the same name .,Requiem for a Dream is an American drama film that was released in 2000 .,0.9986248,0.688
1304,Max Mirnyi is a professional tennis player from Belarus .,Natalya `` Natasha '' Zvereva is a retired tennis player from Belarus .,0.9989314,0.688
1305,(from the Call of Cthulhu) This short story was written December 1919.,(page 153) The Madness from the Sea is the third part of The Call of Cthulhu.,0.9981241,0.688
1306,"The world's smallest violin, playin' just for the waitresses.","World's smallest violin, and it's playing just for you.",0.9972541,0.688
1307,"In 1974 , India conducted an underground nuclear test and five more tests in 1998 , making India a nuclear state .","India has also done nuclear tests in 1974 and 1998 , and it is one of the few countries that has nuclear bombs .",0.9986203,0.688
1308,I have this song stuck in my head.,Cherry bomb gets stuck in my head a lot.,0.997815,0.688
1309,"She's romantically linked with a rebellious, disenfranchised son of Texas.","he's dating a rebel, an election-free kid from Texas.",0.9981242,0.688
1310,"Rock bands began adding elements of funk to their sound , creating new combinations of `` funk rock '' and funk metal .","In the later 1980s , two new styles of funk developed called `` funk rock '' and funk metal .",0.9991659,0.688
1311,They are a premiere band and my favorite song of theirs in Brain Stew.,"they are the best band in the whole world, though brain stew is my favorite song.",0.9992943,0.688
1312,There are plenty of fish in the sea.. keep looking,Try to move on. Remember that there are other fish in the sea!,0.997897,0.688
1313,Boxes of dusty rocks occupied the little space that wasn't covered with books and paper.,"the small place, which was not filled with books and papers, occupied the crates with dusty stones.",0.9977293,0.688
1314,'I'm sure it was; but she's obviously made a full recovery.',"she certainly has suffered, but she has clearly recovered from it.",0.9988957,0.688
1315,It would be best to stop it now.,it's better to stop it from the beginning.,0.9989047,0.688
1316,This category contains articles about taxa above the family in the order Testudines - the turtles .,"This category is for reptiles of the order Testudines , the Turtles .",0.99941677,0.688
1317,"Later in his career , he is known to have won a prestigious `` Top ten Hong Kong dance award '' .","In 2004 , a string of concert dates earned Kwok a Hong Kong Dance Award presented by the Hong Kong Dance Alliance .",0.99812543,0.688
1318,Yet he does not react when confronted with his favorite food.,"still, she doesn't respond to her favorite meal.",0.99649227,0.688
1319,"Can not load the accounting ruleset ""%1"".","no rules could be loaded for posting ""% 1.",0.99859774,0.688
1320,Start thinking about your new wife,"Start with asking your wife, and go from there.",0.9991435,0.688
1321,I'll get the car picked up from the woods.,I'm going to the woods for the car.,0.9990604,0.688
1322,Just go to iTunes and find iPod and put the music on it again.,"Connect the Ipod to the computer, open Itunes and find the music store.",0.9972811,0.688
1323,"To suit the interests of the Teatro de la Zarzuela , the Orchestra underwent gradual restructuring to regain its quality .",After Franco 's death the orchestra became the official orchestra for the Teatro de la Zarzuela .,0.9988529,0.688
1324,He rose to national prominence as an SDS leader in 1968 and 1969 .,"In 1968 and 1969 , Ayers became well-known as a head of the SDS .",0.9981185,0.688
1325,"I love that movie, especially when performed as a play. We should start a fan club!",maybe you could start you own site/ fan club i know i love the show.,0.9986505,0.688
1326,Atticus is every high school boy's hero.,"You see, Atticus is my kind of man.",0.99742615,0.6779999999999999
1327,"Important to note are the spectacular changes in handwriting style... ...tone, point of view.","conspicuous changes to writing, style, and opinions are important.",0.9977455,0.6659999999999999
1328,Realize the truth of the matter.,This is the honest truth.,0.99936527,0.6659999999999999
1329,"During this period , powerful feudal lords encouraged the establishment of serfdom as a source of agricultural labor .","During this time , feudal lords worked to make serfdom the common way for people to live .",0.9991634,0.6659999999999999
1330,a woman at a dinner table writing on her notebook.,Woman at table busy with something.,0.9964242,0.6659999999999999
1331,"Kennedy ran , firing as he sought cover moving from tree to tree .",Kennedy ran shooting from tree to tree with Ned chasing him .,0.9996663,0.6659999999999999
1332,As mentioned above this book is very typical Molly Harper.,"This was a very typical Molly Harper book, a cute and humorous paranormal romance.",0.998361,0.6659999999999999
1333,Helsinki is also an important regional city on the Baltic Sea and northern Europe .,A poetic name for Helsinki is `` the daughter of the Baltic Sea '' .,0.9967003,0.6659999999999999
1334,"There's nothing higher than us for miles, or whatever you call those things!","miles, or whatever it is called, is no higher than us!",0.9979869,0.6659999999999999
1335,Man in an orange vest is sitting down in front of a computer at a desk.,A man in an orange shirt is talking into a mic by a computer.,0.9992411,0.6659999999999999
1336,To find the relative minor of a particular key go down a minor third from the tonic of the major key .,"When a piece of music is in a major key , the relative minor means the minor key which has the same key signature .",0.9993057,0.6659999999999999
1337,What was that intended to accomplish?,What was the point of that??,0.99911183,0.6559999999999999
1338,It is not an SI unit but is accepted for use with the SI .,"Unlike the second , the hour is not an SI unit .",0.9981144,0.6559999999999999
1339,"Overall, I truly enjoyed the book.",I giggled through most of this book.,0.9947531,0.6559999999999999
1340,"Believe me,I won't let it out of my sight.","trust me, I'll keep my eyes out of it.",0.9990459,0.6559999999999999
1341,Between 1898 and 1901 he was a choral coach and subsequently an assistant conductor at the Bayreuth Festival .,"He helped opera singers to learn their music , and became assistant conductor at the Bayreuth Festival .",0.9993523,0.6559999999999999
